,Summary,Issue key,Issue Type,Status,Project key,Project name,Project type,Project description,Project url,Priority,Description,Cluster,Feature_name
23,[Fiori Horizon] Enhanced Styling for Calculation Input Controls and Input Controls,FPA34-7827,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"In order to create Fiori Horizon theme, additional styling options are necessary for Calculation Input Controls and Input Controls:

* For expanded (Calculation) Input Controls it needs to be possible to style the radio buttons or checkbox buttons as part of the theme preferences.

!image-2022-08-11-15-41-23-417.png|thumbnail! 

CSS is not sufficient here because the same setting is already available in the widget panel and styling it in CSS as part of a theme would make it impossible to override it in the widget settings which is not acceptable for a standard theme.

* Additionally it needs to be possible to style sliders for cases when sliders are displayed in an input control (e.g. time filter). This should be sufficient in CSS as this cannot currently be done in the side panel.

This needs to be available in Story 2.0.",6,theme
24,[Fiori Horizon] Style Widget Border Settings in Theme Preferences,FPA34-7824,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"In order to create Fiori Horizon theme, setting the borders including border radius for certain widgets need to be available in the theme preferences.

CSS is not sufficient here because the same setting is already available in the widget panel and styling it in CSS as part of a theme would make it impossible to override it in the widget settings which is not acceptable for a standard theme.

This needs to be available in Story 2.0.

The following widgets need to be covered:

* Responsive Lane (equivalent in Story 2.0)
* Clock
* RSS Reader
* List Boxes
* Checkbox Group
* Radio Button Group
* Input Field
* Text Area
* Filter Line
* Sliders
* Range Sliders
* Switches
* Data Action Trigger
* Multiaction Trigger
* BPC Planning Trigger
* R Viz

 !screenshot-1.png|thumbnail! ",6,theme
25,[Fiori Horizon] Style Widget Background Color in Theme Preferences,FPA34-7823,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"In order to create Fiori Horizon theme, setting the background color for certain widgets need to be available in the theme preferences.

CSS is not sufficient here because the same setting is already available in the widget panel and styling it in CSS as part of a theme would make it impossible to override it in the widget settings which is not acceptable for a standard theme.

This needs to be available in Story 2.0.

The following widgets need to be covered:

* Responsive lane (equivalent that will be available in the story 2.0)
* Clock
* RSS Reader
* List Boxes
* Checkbox Group
* Radio Button Group
* Sliders
* Range Sliders
* Switches
* Data Action Trigger
* Multiaction Trigger
* BPC Planning Trigger
* R Viz

 !screenshot-1.png|thumbnail! ",6,theme
26,[Fiori Horizon] Support 72 black font style in Stories,FPA34-7766,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"h3. description
As part of fiori horizon, the font style 72 black needs to be made available for stories.

h3. Requirement
* 72 black needs to be available as a new font type in the visual UI and available anywhere in the story where the font type can be selected: all widgets with text (theme preferences, styling panel).
* It does NOT need to be the default anywhere, it just needs to be available.
* When 72 black is selected, the styling options bold and italic need to be disabled. Strikethrough and underline can stay.

h3. example of font weights
 !72 black example.png|thumbnail! 

",6,theme
27,[Accessibility/Horizon] Style Threshold as part of a Theme,FPA34-7749,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Make it possible to style thresholds as part of a theme in CSS or theme preferences.
- color per range
- symbol per range - all shapes need to be available with all colors (currently limited to circle)
- style of threshold for tables (already available in story preferences but missing in theme preferences)

Currently threshold styling is defined on story/application level. The colors and symbols are assigned on story level. The style used for a table can be assigned in the story preferences or per table.

It is not possible to change the symbol, assigned color or display style (for table) at theme level (either in the theme preferences or CSS).

The functionality is needed as part of accessibility which was committed to S/4 for 2023. Canvas theming will be released to the OEMs as part of the accessibility workstream with the OEM availability of Story 2.0 planned for Q1 2023. This feature is necessary for Q1 QRC to make accessibility theming work as we cannot fulfill the 7:1 contrast to black and white background with one set of colors per threshold.

Possible solution:
- define thresholds in story as today including style; name functions as ID or add an additional ID
- define a set of threshold styles in theme preferences including an ID
- pull threshold style from theme if the ID exists in the theme, pull from story defined style if ID is not available as part of a theme

e.g.

Story defined sthresholds:
 !screenshot-1.png|thumbnail! 
Theme defined thresholds:
 !screenshot-3.png|thumbnail! 
Resulting styles
OK - from theme -green circle
Warning - from theme - purple rectangle
Critical - from story - red circle


Additional ideas: theme colors and icon should be reflected in the conditional formatting panel and it can be made possible to override the theme there. A reset button to revert back to the theme setting also needs to be introduced then.",6,theme
28,Does Embedded Web Page support analytic application?,FPA34-7822,Bug,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Hi Colleagues

??????

Customer create Web Page and embedded an analytic application, please refer to attached screenshot for details.

However data cannot be displayed in story, data can be displayed in analytic application successfully. this is BW live data connection.

??????

Does Embedded Web Page support analytic application?

??????

Reg",8,story
29,[DPS] Fiscal Year / Period Support for DWC,FPA34-7241,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Very High,"Support for Fiscal Year / Period as time dimension in SAC.

This is part of DataPlane requirements. Flexible Time Dimensions concepts should be reused for DWC Analytical Datasets / Perspectives.

We expect similar functional requirements than we have with BW.",2,dwc
30,option for first value selection by default for Single selection filter / Input Control in SAC Story,FPA34-7114,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Very High,"Single Selection filter / Input Control should have a option to select first value by default when ""All option"" is hidden.

Let's consider below scenario
 - SAC Story is having single selection filter/Input Control for dimension say ""Cost Center"", and in this scenario ""All Values"" selection is hidden, since story is for single selected ""Cost Center""

 - Data Authorization is applied for Cost Center
 say User 1 has access to Cost Centers - CC11, CC12, CC13
 and User 2 has access to Cost Centers - CC21, CC22, CC23

current behavior
 - If report is saved by selecting CC11 then for both User 1 and User 2 filter selected will be CC11
 since User 2 don't have access to CC11, data will not be displayed nor it will be populated in filter values

 - Requirement when User 1 opens the SAC Story by default first available Cost Center need to be selected that is CC11 (for User1 Cost Centers- CC21, CC22, CC23 will not be populated since he don't have access)
 - Similarly if User 2 opens the SAC Story by default CC21 cost center need to be selected

??????Regards,

-Vinay Sathyanarayan (I050457)
",5,filter
31,[BW Live] IBCS Styling for Single Elements on the Second Structure,FPA34-7796,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"*Usecase*
At the customer we see that they store version information on the second structure dimension. In order to achieve an IBCS compliant styling, the user needs to be able to style e.g. each bar in a bar chart with color and pattern.

Builder Panel from BSH:
 !Bildschirmfoto 2022-07-25 um 14.48.43.png|thumbnail! 

*Pain Point*
Currently the user could only use assign colors but there only color and no pattern is available.

*Additional information*
At BMW the version information was also stored in a generic dimension called value type. Here it's also not very convenient to style each bar correctly. Current workaround there is  to use restricted Measures.
Restricted Measures can't be used in the use case with the second structure because SAC does not support to restrict a measure based on the second structure.


*Possible Solution Spaces that were identified*
- allow in the Modeler to define second structure as version dimension and let the user add the semantics in the model (this would help so that the table also can automatically add the IBCS patterns)
- allow user to create restricted measures that restrict on members of the second structure
- enhance the assign colors panel so you can also add patterns",1,chart
32,Commenting Browser,FPA34-7719,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"The comment widget is lacking ""browser"" like functionality for customer uptake.

The way comments are stored outside of the model with links only to Filter and DAC is making browsing comments for users complex. The expectation is that comments can be ""browsed"" throughout the model.

??????

Main gaps:
 * 
 ## Hierarchies are not acknowledged. A user expects with a selected parent the comments below the parent are also visible
 ## Comments should always be associated with the data, if no dimension member has been assigned # should be default
 ## Input control for version functions as AND filter now, thus not showing any comments with selection, version filter input control is needed for comment widget.
 ## Ideally when comments in the widget are selected, the data associated in the story should be highlighted.
 ## Datapoint classification, thus that there is a filter option ""chit chat"" and ""company Guidance"" for example, including who has the rights to add a given classification
 * Fixing 1 and 2 is also a pre req for exports to work as customers would expect.

??????

*Point 1*

Comment on leaf node residential 2

!Screenshot 2022-06-15 at 14.52.00.png!

Expectation/requirement to see comment on parent node, but does not appear

!Screenshot 2022-06-15 at 14.51.35.png!

*Point 2*

Starting point with table having all dimensions except Test2 and comment widget filtered on exactly the table setup

!image-2022-08-10-13-38-30-222.png!

??????

Adding single datapoint to table as well as comment.

!image-2022-08-10-13-39-33-629.png!

Expectation is now as I add Test2 to the rows of the table, comment as well as data is unassigned for test2, true for data not for comment

!image-2022-08-10-13-41-26-629.png!

??????

Comment can't be called be selecting any member in test2 dimension for comment widget

??????

*Point 3*

Comment widget has obligatory filter on version, set to actuf page filter now filters on alternate version no comments are shown

!image-2022-08-10-13-46-14-935.png!

??????

*Point 4*

The comment widget should allow for context being visible, where for the dimensions in this model is the comment associated.

example belo should be able to show to user without design mode that the comment is on: 2022,Actual,Unassigned, Test

!image-2022-08-10-13-50-03-288.png!

??????

*Point 5*

If comments would be used enterprise wide some kind of classification capability should be possible with accompanying security:

Everyone can add generic comments, Central guidance can only be done by controlling leads / data locking owners etc.

??????

??????
",5,filter
