Summary,Issue key,Issue Type,Status,Project key,Project name,Project type,Project description,Project url,Priority,Description
Allow Fixed Date Range Filters in date dimension for selection of unbooked data,FPA34-7551,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

SAP Support team identified the below issue as a limitation in SAC and recommended creating an Enhancement Request. (SAP Incident -闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?705540 / 2021).

Issue: SAC is unable to use unbooked data in the date dimension with fixed date range filters.

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

The users want to select 2 years into the future. Please refer to the screenshot attached (Fixed Date Range).

_What is the expected benefit?_

Enables the users to select future dates in the filter even when there are no Transactions for the future dates yet. (Unbook"
Set the display format for Null Value,FPA34-7550,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

For the unbooked value, unassigned value in a table/numeric point, they will show as ""-"". It would be great if we can customize and define the null value display mode/format for measures and dimensions. For example, we can set the measures display as ""0"" or ""Empty"" without defining formulas in calculated measures.

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

This request makes the reporting format with null value more consistency闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

_What is the expected benefit?_

Reduce the performance degradation risks from defining customizing formulas in calculated "
Widget to Display Data Refresh Import Time Stamp,FPA34-7549,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

We would like to be able to place a widget in our stories that display the date and time data was refreshed or when the last import job has been run.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

This will provide all end-users the ability to see the age of the data they are analyzing.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?This will allow them to know if the data is available to complete their tasks (especially at the close of business each month, quarter, year).

_What is the expected benefit?_

This will confirm for the end-user the data they are analyzing and planning on is the most up to date.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?They will also be able to complete close of business activities in a more timely manner by being able to see that the most current data"
Blended calculation not supported in Charts,FPA34-7548,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Blended calculations are not supported in a chart in SAP Analytics Cloud (SAC). It's impossible to show the difference between measures when using linked models.

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

The main reason to use linked models is to compare data and measures. Unfortunately, it's not possible in SAC.

_What is the expected benefit?_

Showing the variance of measures from different models would be a high added value for business users and it would bring great benefit to SA"
Exclude members from Input Control,FPA34-7547,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Currently, when we exclude some members from an Input control, only the excluded members are displayed. This doesn't make any sense. The behavior should be on the contrary: to display all the members except those that have been excluded.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

I address this need as per the request of this SAP Note: [https://launchpad.support.sap.com/#/notes/2697020]

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

How this exclusion is designed doesn't make sense. We want to exclude members because we don't want to see them not because we want to see them, but the behaviour is totally the opposite. Please, make the things to mak"
Linked analysis at dimensions level in a chart,FPA34-7546,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"When a user applies linked analysis, normally he has the choice to select/deselect the charts. In my chart, I use 2 different hierarchical dimensions, dim1 and dim2. I want to link the drill-downs on dim1. I don't want to link drill-downs on dim 2. Hence I need one more tabular checkbox setting in linked analysis where I can set which dimensions to pass to which chart. ({_}Please see the screenshot attached: LinkedAnalysisOnDimensions.png{_})

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

This will help users to customize links at a deeper level. User can analyze/compare the data at a level he wants especially in hierarchical dimensi"
Use bookmark and page number in (external) hyperlinks,FPA34-7545,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"When creating an external hyperlink it is either possible to use a bookmark OR a page number.
{*}Story Id and Bookmark Id{*}:闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
https://xyz.sapanalytics.cloud/sap/fpa/ui/tenants/9dd4a/bo/story/STORY_ID?bookmarkId=BOOKMARK_ID

{*}Story Id and page number of the story{*}:
https://xyz.sapanalytics.cloud/sap/fpa/ui/tenants/9dd4a/bo/story/STORY_ID?page=page_ID 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

It would be helpful if a hyperlink can combine the story id, bookmark, and page number of the story.

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

When using the bookmark in the URL end users have to manually jump to the required page within the story. When using page id end users have to manually choose the required bookmark if they have more than one (default) bookmark.

_What is the expected benefit?_

Ease of use. Faster analys"
Ability to adjust the scaling of variance on KPI tile,FPA34-7544,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"The ability to change the scaling for the variance on the KPI tiles in the same way the scaling of the value of the KPI can be changed.

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

Currently limited in that the scaling of the variance must be the same as the scaling from the KPI value. This gives less flexibility in data presentation.

_What is the expected benefit?_

Gives users more options on how to display variance, i.e if substantially lower than the KPI value then a different scale can be used to show the variance to greater accur"
Option for text alignment of axis labels,FPA34-7543,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"A possibility to align the text of an axis label left.

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

_!https://influence.sap.com/sap/ino/xs/rest/common/attachment_download.xsjs/80610!_

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

As shown in the example above, the dimension members are by default aligned to the right, an option to align them left would be useful for such scenarios.

_What is the expected benefit?_

Better visual representation of"
Enable links in attributes,FPA34-7542,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Other tools allow dimension attributes to work as URL/links by simply clicking them.

_What is the opportunity/problem the request_闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪閼恒儳寮竔ll address?_

Right now, if an attribute contains an URL, we need to select the cell, copy it with ctrl c, and then paste it in the navigator, this upgrade would allow users to open the Url by simply clicking/double-clicking it.

_What is the expected benefit?_

It's expected to allow users to access more information faster without overloading the Sac dimens"
Data Label collision detection & coloring in line charts,FPA34-7540,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"When creating line charts with multiple lines, it is difficult to distinguish the different data labels from the chart as it is not possible to color them individually. It is only possible to color all the data labels at once in one color. So it's not known which number is representing which line chart.

Further, the data labels have no collision detection with the chart itself. Please see the screenshot ""lineChart_DataLabels.png"" and ""dataLabel_LineChart.png"". The top right number is only hardly readable as the two-line charts are going directly through it.

Sometimes, if my chart width is too small, a few data labels get hidden automatically.

A user expects the following:
 # The data labels for multiple lines should be colored as per the color of the lines.
 # Data labels should not get overlapped.
 # Data labels should not get hidden automatically.

闂?
Add custom text in graph/tab tooltip,FPA34-7538,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,Today"
Possibility of change hierarchy in Story Filter,FPA34-7537,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Original Request:

The Improvement would be giving a SAC user with no editing rights, the possibility of selecting what hierarchy to use in a Story Filter

At the moment, when a Story Filter is put in place for a dimension with hierarchies, it is possible to select the hierarchy only at the time of setting up the filter. However, if a normal user with no editing rights wants to use another hierarchy, it is not possible to choose which one to use and the user is limited to what the person who created the story used. For example, if I have two hierarchies for Plant, one being DCs and another National Stores, the user cannot choose which one to use in the filter. If DCs has been used at the time of setting up the Story Filter, the user is not able to choose National Stores.

The benefit would be usability and user experience, simplifying the usage of a hierarchy. If the requirement is for the end-user to be able to choose the hierarchy, a workaround has to be used, either having a page filter (or table) with the dimension or having two variables, one for selecting the hierarchy and another one for the nodes."
